,player_name,team_abbreviation,age,player_height,player_weight,college,country,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season
1088,Mitch Richmond,WAS,33.0,195.58,99.79024,Kansas State,USA,1988,1,5,50,19.7,3.4,2.4,-2.7,0.018000000000000002,0.08900000000000001,0.258,0.527,0.114,1998-99
1089,Mitchell Butler,CLE,28.0,195.58,102.965384,UCLA,USA,Undrafted,Undrafted,Undrafted,31,5.4,1.4,0.7,-0.9,0.042,0.092,0.221,0.5489999999999999,0.11599999999999999,1998-99
1090,Michael Curry,MIL,30.0,195.58,102.965384,Georgia Southern,USA,Undrafted,Undrafted,Undrafted,50,4.9,2.2,1.6,1.9,0.021,0.09,0.12,0.507,0.113,1998-99
1091,Monty Williams,DEN,27.0,203.2,102.0582,Notre Dame,USA,1994,1,24,1,1.0,0.0,0.0,-21.6,0.0,0.0,0.201,0.174,0.0,1998-99
1092,Mark Bryant,CHI,34.0,205.74,111.13004,Seton Hall,USA,1988,1,21,45,9.0,5.2,1.1,-12.8,0.08800000000000001,0.14800000000000002,0.184,0.513,0.085,1998-99
1093,Mario Elie,SAS,35.0,195.58,95.25432,American International,USA,1985,7,160,47,9.7,2.9,1.9,10.1,0.034,0.08199999999999999,0.161,0.593,0.11199999999999999,1998-99
1094,Keon Clark,DEN,24.0,210.82,99.79024,Nevada-Las Vegas,USA,1998,1,13,28,3.3,3.4,0.4,-3.0,0.106,0.18100000000000002,0.133,0.483,0.044000000000000004,1998-99
1095,Kerry Kittles,NJN,25.0,195.58,81.19296800000001,Villanova,USA,1996,1,8,46,12.9,4.2,2.5,-8.7,0.034,0.10400000000000001,0.203,0.446,0.13,1998-99
1096,Kevin Garnett,MIN,23.0,210.82,99.79024,None,USA,1995,1,5,47,20.8,10.4,4.3,2.3,0.09699999999999999,0.21899999999999997,0.278,0.493,0.20600000000000002,1998-99
1097,Kevin Ollie,ORL,26.0,193.04,88.45044,Connecticut,USA,Undrafted,Undrafted,Undrafted,8,1.6,0.9,0.4,-8.6,0.0,0.111,0.12,0.381,0.065,1998-99
1098,Kevin Willis,TOR,36.0,213.36,111.13004,Michigan State,USA,1984,1,11,42,12.0,8.3,1.6,-3.6,0.102,0.231,0.228,0.489,0.107,1998-99
1099,Khalid Reeves,DET,26.0,190.5,90.264808,Arizona,USA,1994,1,12,11,2.3,0.6,1.0,0.3,0.027000000000000003,0.047,0.13699999999999998,0.46,0.18,1998-99
1100,Kobe Bryant,LAL,20.0,200.66,97.52228000000001,None,USA,1996,1,13,50,19.9,5.3,3.8,2.8,0.033,0.128,0.254,0.5489999999999999,0.17600000000000002,1998-99
1101,Korleone Young,DET,20.0,200.66,96.615096,None,USA,1998,2,40,3,4.3,1.3,0.3,26.9,0.14300000000000002,0.154,0.341,0.597,0.125,1998-99
1102,Kornel David,CHI,27.0,205.74,106.59411999999999,None,USA,Undrafted,Undrafted,Undrafted,50,6.2,3.5,0.8,-15.2,0.08800000000000001,0.142,0.175,0.528,0.087,1998-99
1103,Kurt Thomas,NYK,26.0,205.74,104.32616,Texas Christian,USA,1995,1,10,50,8.1,5.7,1.1,-0.6,0.087,0.19899999999999998,0.2,0.489,0.091,1998-99
1104,LaPhonso Ellis,ATL,29.0,203.2,108.86208,Notre Dame,USA,1992,1,5,20,10.2,5.5,0.9,1.2,0.053,0.18,0.21600000000000003,0.47,0.065,1998-99
1105,Lamond Murray,LAC,26.0,200.66,107.047712,California,USA,1994,1,7,50,12.2,3.9,1.2,-13.3,0.049,0.13,0.254,0.473,0.08900000000000001,1998-99
1106,Larry Hughes,PHI,20.0,195.58,83.91452,Saint Louis,USA,1998,1,8,50,9.1,3.8,1.5,1.1,0.09300000000000001,0.126,0.24600000000000002,0.474,0.15,1998-99
1107,Mark Baker,TOR,29.0,185.42,79.3786,Ohio State,USA,Undrafted,Undrafted,Undrafted,1,0.0,0.0,0.0,-64.2,0.0,0.0,0.4,0.0,0.0,1998-99
1108,Larry Johnson,NYK,30.0,200.66,106.59411999999999,Nevada-Las Vegas,USA,1991,1,1,49,12.0,5.8,2.4,4.0,0.07,0.131,0.182,0.5539999999999999,0.135,1998-99
1109,Lawrence Funderburke,SAC,28.0,205.74,104.32616,Ohio State,USA,1994,2,51,47,8.9,4.7,0.6,-5.8,0.11900000000000001,0.147,0.18899999999999997,0.597,0.057,1998-99
1110,Lee Mayberry,VAN,29.0,185.42,78.017824,Arkansas,USA,1992,1,23,9,2.2,0.3,2.6,-10.1,0.0,0.027000000000000003,0.115,0.47200000000000003,0.28,1998-99
1111,Lindsey Hunter,DET,28.0,187.96,88.45044,Jackson State,USA,1993,1,10,49,11.9,3.4,3.9,5.0,0.018000000000000002,0.1,0.179,0.517,0.191,1998-99
1112,Litterial Green,CLE,29.0,185.42,83.91452,Georgia,USA,1992,2,39,1,0.0,0.0,0.0,-42.0,0.0,0.0,0.33299999999999996,0.0,0.0,1998-99
1113,Loren Meyer,DEN,26.0,208.28,117.93392,Iowa State,USA,1995,1,24,14,1.1,1.1,0.1,-4.3,0.059000000000000004,0.14800000000000002,0.195,0.27699999999999997,0.026000000000000002,1998-99
1114,Lorenzen Wright,LAC,23.0,210.82,118.841104,Memphis,USA,1996,1,7,48,6.6,7.5,0.7,-8.0,0.141,0.237,0.14300000000000002,0.512,0.049,1998-99
1115,Loy Vaught,DET,31.0,205.74,108.86208,Michigan,USA,1990,1,13,37,3.4,3.9,0.3,-0.6,0.09,0.259,0.18100000000000002,0.39399999999999996,0.043,1998-99
1116,Luc Longley,PHX,30.0,218.44,117.93392,New Mexico,USA,1991,1,7,39,8.7,5.7,1.2,4.8,0.07200000000000001,0.20199999999999999,0.188,0.524,0.08199999999999999,1998-99
1117,Lucious Harris,NJN,28.0,195.58,92.98635999999999,Long Beach State,USA,1993,2,28,36,5.4,1.9,0.9,4.9,0.039,0.08900000000000001,0.16699999999999998,0.47700000000000004,0.091,1998-99
1118,Malik Rose,SAS,24.0,200.66,113.398,Drexel,USA,1996,2,44,47,6.0,3.9,0.6,7.0,0.174,0.16699999999999998,0.24,0.535,0.091,1998-99
1119,Malik Sealy,MIN,29.0,203.2,90.7184,St. John's (NY),USA,1992,1,14,31,8.1,3.0,1.2,-2.9,0.032,0.11199999999999999,0.17600000000000002,0.48700000000000004,0.084,1998-99
1120,Marcus Camby,NYK,25.0,210.82,102.0582,Massachusetts,USA,1996,1,2,46,7.2,5.5,0.3,0.6,0.136,0.19,0.18100000000000002,0.537,0.025,1998-99
1121,Mario Bennett,CHI,25.0,198.12,106.59411999999999,Arizona State,USA,1995,1,27,3,2.3,1.7,0.0,-33.1,0.083,0.2,0.192,0.451,0.0,1998-99
1122,Latrell Sprewell,NYK,28.0,195.58,86.18248,Alabama,USA,1992,1,24,37,16.4,4.2,2.5,-1.5,0.04,0.11,0.263,0.503,0.14800000000000002,1998-99
1123,Moochie Norris,SEA,25.0,187.96,85.275296,West Florida,USA,1996,2,33,12,3.2,1.7,2.0,-9.7,0.03,0.13699999999999998,0.201,0.40399999999999997,0.316,1998-99
